1.1,1.077777777777778,1.0555555555555556,1.0333333333333334,1.011111111111111,0.9888888888888889,0.9666666666666667,0.9444444444444444,0.9222222222222223,0.9
1.594665068577363698e+01,1.340584693487156009e+01,1.209607421933783300e+01,1.193651630779147688e+01,1.437444380105596231e+01,1.763056478623995105e+01,1.895806888367127030e+01,1.803330149377850589e+01,1.605434527084396024e+01,1.477787797751842547e+01
1.538834044385027688e+01,1.405068295949318369e+01,1.424572617901529092e+01,1.718615776382000604e+01,1.925180700642835063e+01,2.448310067042513083e+01,2.644181694241071057e+01,2.999952908617370184e+01,2.897933606868723189e+01,2.919837001826429912e+01
-3.000380086315470507e+01,-3.418857049037144691e+01,-4.144187749950157951e+01,-4.295646137713699630e+01,-4.725128692481640513e+01,-4.045604431651304367e+01,-3.833987393854715719e+01,-4.595183132351444755e+01,-4.303329085960352529e+01,-5.405725003065360568e+01
-2.971175151788048918e+00,-6.170024386824655593e+00,-6.192047348237193383e+00,-7.096297298521187180e+00,-3.621963681843687333e+00,2.952916308880456864e+00,6.634413308518591457e+00,8.766702957683822461e+00,7.990786853179455029e+00,1.198379692222900594e+01
1.163194452176616700e+01,8.062153294798676484e+00,5.799188179356228545e+00,3.640753840412964681e+00,1.086911485817523504e+00,-6.957214928985975710e+00,-6.721802849326176776e+00,-6.626772036137420940e+00,-1.446794402270813329e+01,-1.315321537277590735e+01
4.066590440409915352e+00,1.224215967709017416e+00,-1.217244260026663527e+00,-3.377612140732860535e+00,-4.324335907528368494e+00,-6.826782896079047980e+00,-1.039722613021204545e+01,-1.253097899303238094e+01,-1.444994182834521368e+01,-2.350155576512763389e+01
8.327134408494993423e+00,5.801459458314950801e+00,5.826501669752983226e+00,4.136791263597960899e+00,1.835707352545733695e+00,4.346876612294179321e-01,-2.642289847643696232e-01,-2.246951442065765470e+00,-3.106658501295900265e+00,-3.245430673939566191e+00
3.578165151102859198e+01,3.518185310122624543e+01,3.459092297970424568e+01,3.176773649756282936e+01,3.174709361793676621e+01,3.173642419484086830e+01,3.178459130098338292e+01,3.391173234065235675e+01,3.431149706349334139e+01,3.523756815870247294e+01
2.407182649298551524e+01,2.411948906918969016e+01,1.984960835046703309e+01,1.900277050128796574e+01,1.603326856779376897e+01,1.518537253278036836e+01,1.468321539744825088e+01,1.232640961184663020e+01,1.179080018799991514e+01,7.151523133017454903e+00
1.906266478137766995e+01,1.827182320633976786e+01,1.357022165659055268e+01,9.180427208715491005e+00,5.713979012444475813e+00,7.024227724178925270e-01,-7.286160581921288681e+00,-1.046962119979758832e+01,-1.303000641589698816e+01,-1.681443729537563669e+01
1.688707470422895440e+01,1.194746288928874911e+01,9.319742668113322637e+00,7.291260199722984225e+00,2.324987146123899784e+00,-3.409938601665301050e+00,-8.852858261808295381e+00,-1.903921122503379948e+01,-3.523135709308154162e+01,-4.385178741400223856e+01
6.043391988174496987e+01,6.098721730717316092e+01,6.076365988796600703e+01,5.778129655459254366e+01,5.516991190770865927e+01,5.370184297037373256e+01,4.996431424813363265e+01,4.297396423618727113e+01,3.853375561773331981e+01,3.296479678850721484e+01
